Scientific_Name,ID,Code,CA_ID,CodeNum,Generic,Subsp,Western,California,Gymno,In.FFE,Bark.Thickness.25.4,Bark.Thickness.Source,Wood.density,Wood.density.Source,Decay.class,Decay.class.Source,Leaf.longevity,Leaf.longevity.Source,Leaf.area,Leaf.area.Source,Leaf.CN,Leaf.CN.Source,Leaf.length,Leaf.length.Source,Leaf.lifespan,Leaf.lifespan.Source,Leaf.N,Leaf.N.Source,Leaf.NP,Leaf.NP.Source,Leaf.thickness,Leaf.thickness.Source,Leaf.width,Leaf.width.Source,Plant.height,Plant.height.Source,Plant.lifespan,Plant.lifespan.Source,Seed.dry.mass,Seed.dry.mass.Source,SLA,SLA.Source,SSD,SSD.Source,Stem.diameter,Stem.diameter.Source,Serotiny,Serotiny.Source,Self.pruning,Self.pruning.Source,Flame_duration,Flame_duration.Source,Flame_ht,Flame_ht.Source,Pct_consumed,Pct_consumed.Source,Smolder_duration,Smolder_duration.Source
Quercus_phellos,201,Que_Phe,NA,831,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,TRY,29.769231,TRY,NA,NA,3070.0,TRY,NA,NA,0.69,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_prinus,326,Que_Pri,NA,832,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_rubra,202,Que_Rub,NA,833,0,0.0,0,0,0,1,1.0668,FVS FFE,34.9,FVS FFE,2.333333,FVS FFE,1.0,FVS FFE,12035.78289,TRY,24.53333,TRY,NA,NA,NA,NA,20.550387,TRY,17.154567,TRY,NA,NA,10.75,TRY,24.990415,TRY,450.0,TRY,2710.0,TRY,15.705276,TRY,0.66,TRY,0.016304,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_shumardii,203,Que_Shu,NA,834,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,34.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,TRY,32.888889,TRY,480.0,TRY,4680.0,TRY,NA,NA,0.644,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_similis,327,Que_Sim,NA,836,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_sinuata,328,Que_Sin,NA,808,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_spp.,204,Que_Spp,NA,800,1,NA,NA,NA,0,1,1.1429999999999998,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,24.404167,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_stellata,205,Que_Ste,NA,835,0,0.0,0,0,0,1,1.1176,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,5019.16667,TRY,NA,NA,111.25033,TRY,NA,NA,15.402,TRY,10.688411,TRY,0.211,TRY,8.217697,TRY,20.6,TRY,350.0,TRY,1400.0,TRY,22.371487,TRY,0.7305,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_texana,329,Que_Tex,NA,828,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_velutina,206,Que_Vel,NA,837,0,0.0,0,0,0,1,1.1429999999999998,FVS FFE,34.9,FVS FFE,2.333333,FVS FFE,1.0,FVS FFE,NA,NA,34.0,TRY,NA,NA,NA,NA,19.86,TRY,15.235294,TRY,NA,NA,11.5,TRY,31.714286,TRY,183.33333,TRY,3090.0,TRY,17.924844,TRY,0.67,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_virginiana,207,Que_Vir,NA,838,0,0.0,0,0,0,1,1.0921999999999998,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1398.11889,TRY,NA,NA,72.92,TRY,11.0,TRY,16.225,TRY,7.733645,TRY,0.2544444,TRY,3.315,TRY,15.410256,TRY,NA,NA,1290.0,TRY,7.408829,TRY,0.946,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_wislizenii,208,Que_Wis,NA,NA,0,0.0,1,1,0,1,0.8636,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,TRY,17.3,TRY,175.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizophora_mangle,330,Rhi_Man,NA,989,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robinia_pseudoacacia,209,Rob_Pse,NA,901,0,0.0,1,1,0,1,1.2446,FVS FFE,41.2,FVS FFE,1.0,FVS FFE,1.0,FVS FFE,1931.0,TRY,NA,NA,50.0,TRY,4.6,TRY,38.063626,TRY,13.655172,TRY,NA,NA,2.0,TRY,17.452,TRY,126.66667,TRY,18.8,TRY,41.983681,TRY,0.7031972,TRY,0.68666667,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roystonea_spp.,331,Roy_Spp,NA,909,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabal_palmetto,332,Sab_Pal,NA,912,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_alba,333,Sal_Alb,NA,927,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_amygdaloides,334,Sal_Amy,NA,921,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_bebbiana,335,Sal_Beb,NA,923,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_caroliniana,336,Sal_Car,NA,925,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_eriocephala,210,Sal_Eri,NA,NA,0,0.0,0,0,0,1,NA,NA,22.5,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_nigra,211,Sal_Nig,NA,922,0,0.0,0,0,0,1,1.016,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRY,70.0,TRY,0.19,TRY,19.5,TRY,0.41,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_sepulcralis,337,Sal_Sep,NA,929,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix_spp.,212,Sal_Spp,NA,920,1,NA,NA,NA,0,1,1.0287,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapindus_saponaria,338,Sap_Sap,NA,919,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sassafras_albidum,213,Sas_Alb,NA,931,0,0.0,0,0,0,1,0.889,FVS FFE,26.2,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,3513.38461,TRY,NA,NA,103.93306,TRY,NA,NA,NA,NA,NA,NA,0.1883333,TRY,6.4070263,TRY,7.158974,TRY,65.0,TRY,93.6,TRY,25.035417,TRY,0.47,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sequoia_sempervirens,67,Seq_Sem,37,211,0,0.0,1,1,1,1,2.0574,FVS FFE,21.2,FVS FFE,2.0,FVS FFE,5.0,FVS FFE,24.0,TRY,NA,NA,NA,NA,NA,NA,12.3,TRY,NA,NA,NA,NA,NA,NA,95.165217,TRY,1728.57143,TRY,3.84,TRY,11.018,TRY,0.46,TRY,5.53333333,TRY,1,FEIS,5,FEIS,73.4,Fonda et al. 1998 Northwest Sci,59.4,Fonda et al. 1998 Northwest Sci,86.1,Fonda et al. 1998 Northwest Sci,317.3,Fonda et al. 1998 Northwest Sci
Sequoiadendron_giganteum,66,Seq_Gig,36,212,0,0.0,1,1,1,1,2.0574,FVS FFE,21.2,FVS FFE,2.0,FVS FFE,5.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.578947,TRY,2575.0,TRY,5.0,TRY,NA,NA,NA,NA,11.0,TRY,5,FEIS,8,FEIS,148.5,Fonda et al. 1998 Northwest Sci,42.6,Fonda et al. 1998 Northwest Sci,75.8,Fonda et al. 1998 Northwest Sci,242.6,Fonda et al. 1998 Northwest Sci
Sideroxylon_lanuginosum,339,Sid_Lan,NA,381,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorbus_americana,214,Sor_Ame,NA,935,0,0.0,0,0,0,1,0.9905999999999999,FVS FFE,20.0,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorbus_aucuparia,340,Sor_Auc,NA,936,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium_cumini,341,Syz_Cum,NA,896,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamarix_spp.,342,Tam_Spp,NA,991,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taxodium_ascendens,343,Tax_Asc,NA,222,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taxodium_distichum,69,Tax_Dis,NA,221,0,0.0,0,0,1,1,0.635,FVS FFE,26.2,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,6.5,TRY,11.9,TRY,NA,NA,NA,NA,NA,NA,36.5,TRY,862.5,TRY,92.3,TRY,7.8,TRY,0.49,TRY,4.36666667,TRY,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taxus_brevifolia,68,Tax_Bre,NA,NA,0,0.0,1,NA,1,1,0.635,FVS FFE,26.2,FVS FFE,1.0,FVS FFE,7.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,TRY,14.0,TRY,300.0,TRY,30.1,TRY,15.574,TRY,0.67,TRY,0.9,TRY,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thrinax_morrisii,344,Thr_Mor,NA,913,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thuja_occidentalis,70,Thu_Occ,NA,241,0,0.0,0,0,1,1,0.635,FVS FFE,18.1,FVS FFE,2.0,FVS FFE,2.0,FVS FFE,NA,NA,48.6,TRY,NA,NA,48.0,TRY,9.014286,TRY,8.333333,TRY,NA,NA,NA,NA,19.927273,TRY,606.4,TRY,1.15,TRY,4.485722,TRY,0.32,TRY,1.14,TRY,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thuja_plicata,71,Thu_Pli,38,242,0,0.0,1,1,1,1,0.889,FVS FFE,19.3,FVS FFE,2.0,FVS FFE,5.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,8.6,TRY,12.2,TRY,NA,NA,NA,NA,51.191667,TRY,960.0,TRY,1.33,TRY,507.4675,TRY,0.34,TRY,2.63333333,TRY,1,FEIS,5,FEIS,113.2,Fonda et al. 1998 Northwest Sci,42.4,Fonda et al. 1998 Northwest Sci,45.7,Fonda et al. 1998 Northwest Sci,130.7,Fonda et al. 1998 Northwest Sci
Tilia_americana,215,Til_Ame,NA,951,0,0.0,0,0,0,1,0.9905999999999999,FVS FFE,20.0,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,7259.30138,TRY,NA,NA,117.69486,TRY,NA,NA,24.583333,TRY,10.333333,TRY,0.15125,TRY,8.5552536,TRY,12.35,TRY,200.0,TRY,40.8,TRY,27.760153,TRY,0.4,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilia_heterophylla,216,Til_Het,NA,NA,0,0.0,0,0,0,1,1.27,FVS FFE,20.0,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,TRY,NA,NA,71.0,TRY,NA,NA,NA,NA,0.7,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilia_spp.,217,Til_Spp,NA,950,1,NA,NA,NA,0,1,0.9652,FVS FFE,20.0,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torreya_californica,72,Tor_Cal,39,NA,0,0.0,1,1,1,1,0.635,FVS FFE,34.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.094118,TRY,175.0,TRY,3630.0,TRY,NA,NA,NA,NA,0.75,TRY,1,FEIS,5,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Tree_broadleaf,345,Tre_Bro,NA,998,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tree_evergreen,346,Tre_Eve,NA,299,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tree_unknown,347,Tre_Unk,NA,999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triadica_sebifera,348,Tri_Seb,NA,994,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuga_canadensis,73,Tsu_Can,NA,261,0,0.0,0,0,1,1,0.9905999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,60.0,TRY,10.2,TRY,NA,NA,NA,NA,1.75,TRY,29.948148,TRY,837.6,TRY,8.72,TRY,10.981571,TRY,0.43,TRY,1.1,TRY,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuga_caroliniana,349,Tsu_Car,NA,262,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuga_heterophylla,74,Tsu_Het,40,263,0,0.0,1,1,1,1,4.953,FVS FFE,26.2,FVS FFE,4.0,FVS FFE,5.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,11.22,TRY,12.333333,TRY,NA,NA,NA,NA,48.126984,TRY,541.66667,TRY,2.15,TRY,136.977338,TRY,0.44,TRY,1.36666667,TRY,1,FEIS,4,FEIS,68.4,Fonda et al. 1998 Northwest Sci,24.6,Fonda et al. 1998 Northwest Sci,18.8,Fonda et al. 1998 Northwest Sci,43.6,Fonda et al. 1998 Northwest Sci
Tsuga_mertensiana,75,Tsu_Mer,41,264,0,0.0,1,1,1,1,5.588,FVS FFE,26.2,FVS FFE,4.0,FVS FFE,4.0,FVS FFE,NA,NA,41.6,TRY,NA,NA,NA,NA,11.3,TRY,NA,NA,NA,NA,NA,NA,25.0,TRY,NA,NA,NA,NA,4.32,TRY,0.51,TRY,0.9,TRY,1,FEIS,5,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Tsuga_spp.,76,Tsu_Spp,NA,260,1,NA,NA,NA,1,1,1.0032999999999999,FVS FFE,24.95,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_alata,218,Ulm_Ala,NA,971,0,0.0,0,0,0,1,0.7874,FVS FFE,33.05,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,1040.54167,TRY,NA,NA,65.3,TRY,NA,NA,NA,NA,NA,NA,NA,NA,2.5025,TRY,8.135135,TRY,NA,NA,NA,NA,21.796358,TRY,0.73,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_americana,219,Ulm_Ame,NA,972,0,0.0,0,0,0,1,0.7874,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,25.9,TRY,NA,NA,5.8,TRY,18.622857,TRY,11.538462000000001,TRY,NA,NA,4.5,TRY,37.142857,TRY,258.33333,TRY,6.53,TRY,10.145,TRY,0.55,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_crassifolia,350,Ulm_Cra,NA,973,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_pumilia,220,Ulm_Pum,NA,974,0,0.0,NA,NA,0,1,0.9652,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_rubra,221,Ulm_Rub,NA,975,0,0.0,0,0,0,1,0.8128,FVS FFE,29.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,TRY,29.8,TRY,200.0,TRY,10.6,TRY,23.235131,TRY,0.57,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_serotina,351,Ulm_Ser,NA,976,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_spp.,222,Ulm_Spp,NA,970,1,NA,NA,NA,0,1,0.9905999999999999,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_thomasii,223,Ulm_Tho,NA,977,0,0.0,0,0,0,1,0.8382,FVS FFE,35.6,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,TRY,29.0,TRY,300.0,TRY,68.7,TRY,NA,NA,0.66,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Umbellularia_californica,224,Umb_Cal,NA,981,0,0.0,1,1,0,1,0.6604,FVS FFE,36.2,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1615.0,TRY,32.2,TRY,NA,NA,NA,NA,15.033333,TRY,NA,NA,NA,NA,2.25,TRY,30.5,TRY,NA,NA,2030.0,TRY,8.427,TRY,0.55,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vernicia_fordii,352,Ver_For,NA,995,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
